अ	अंग	member	hindi_irv_dict/member.md
अ	अंगूर	grape	hindi_irv_dict/grape.md
अ	अंजीर	fig	hindi_irv_dict/fig.md
अ	अंधियारा	darkness	hindi_irv_dict/darkness.md
अ	अकाल	famine	hindi_irv_dict/famine.md
अ	अक्विला	aquila	hindi_irv_dict/aquila.md
अ	अच्छा	good	hindi_irv_dict/good.md
अ	अजर्याह	azariah	hindi_irv_dict/azariah.md
अ	अतल्याह	athaliah	hindi_irv_dict/athaliah.md
अ	अत्याचार करने	oppress	hindi_irv_dict/oppress.md
अ	अथाह कुण्ड	abyss	hindi_irv_dict/abyss.md
अ	अदन	eden	hindi_irv_dict/eden.md
अ	अदोनिय्याह	adonijah	hindi_irv_dict/adonijah.md
अ	अधर्म	iniquity	hindi_irv_dict/iniquity.md
अ	अधर्मी साक्षी	falsewitness	hindi_irv_dict/falsewitness.md
अ	अधर्मी	lawless	hindi_irv_dict/lawless.md
अ	अधर्मी	unrighteous	hindi_irv_dict/unrighteous.md
अ	अधर्मी	unjust	hindi_irv_dict/unjust.md
अ	अधिकार में लेना	possess	hindi_irv_dict/possess.md
अ	अधिकारी होना	inherit	hindi_irv_dict/inherit.md
अ	अधिकारी	authority	hindi_irv_dict/authority.md
अ	अधीन होना	submit	hindi_irv_dict/submit.md
अ	अधीन	subject	hindi_irv_dict/subject.md
अ	अधोलोक	hades	hindi_irv_dict/hades.md
अ	अनमोल	precious	hindi_irv_dict/precious.md
अ	अनार	pomegranate	hindi_irv_dict/pomegranate.md
अ	अनुकरण करना	imitate	hindi_irv_dict/imitate.md
अ	अनुग्रह	grace	hindi_irv_dict/grace.md
अ	अनुग्रह	favor	hindi_irv_dict/favor.md
अ	अन्ताकिया	antioch	hindi_irv_dict/antioch.md
अ	अन्द्रियास	andrew	hindi_irv_dict/andrew.md
अ	अन्न	grain	hindi_irv_dict/grain.md
अ	अन्नबलि	mealoffering	hindi_irv_dict/mealoffering.md
अ	अन्नबलि	grainoffering	hindi_irv_dict/grainoffering.md
अ	अन्यजाति	pagan	hindi_irv_dict/pagan.md
अ	अन्यजाति	gentile	hindi_irv_dict/gentile.md
अ	अपमान	disgrace	hindi_irv_dict/disgrace.md
अ	अपराध	trespass	hindi_irv_dict/trespass.md
अ	अपवित्र	unholy	hindi_irv_dict/unholy.md
अ	अप्पुल्लोस	apollos	hindi_irv_dict/apollos.md
अ	अबशालोम	absalom	hindi_irv_dict/absalom.md
अ	अबिय्याह	abijah	hindi_irv_dict/abijah.md
अ	अबीमेलेक	abimelech	hindi_irv_dict/abimelech.md
अ	अब्नेर	abner	hindi_irv_dict/abner.md
अ	अब्राहम	abraham	hindi_irv_dict/abraham.md
अ	अभक्त	ungodly	hindi_irv_dict/ungodly.md
अ	अभिषेक करना	anoint	hindi_irv_dict/anoint.md
अ	अमस्याह	amaziah	hindi_irv_dict/amaziah.md
अ	अमालेक	amalekite	hindi_irv_dict/amalekite.md
अ	अमोरा	gomorrah	hindi_irv_dict/gomorrah.md
अ	अम्नोन	amnon	hindi_irv_dict/amnon.md
अ	अम्मोन	ammon	hindi_irv_dict/ammon.md
अ	अय्यूब	job	hindi_irv_dict/job.md
अ	अरब	arabia	hindi_irv_dict/arabia.md
अ	अराबा	arabah	hindi_irv_dict/arabah.md
अ	अराम	aram	hindi_irv_dict/aram.md
अ	अरारात	ararat	hindi_irv_dict/ararat.md
अ	अर्घ	drinkoffering	hindi_irv_dict/drinkoffering.md
अ	अर्तक्षत्र	artaxerxes	hindi_irv_dict/artaxerxes.md
अ	अवज्ञा	disobey	hindi_irv_dict/disobey.md
अ	अविश्वासी	unbeliever	hindi_irv_dict/unbeliever.md
अ	अशुद्ध	unclean	hindi_irv_dict/unclean.md
अ	अशुद्ध करना	profane	hindi_irv_dict/profane.md
अ	अशुद्ध करना	desecrate	hindi_irv_dict/desecrate.md
अ	अशुद्ध	defile	hindi_irv_dict/defile.md
अ	अशेर	asher	hindi_irv_dict/asher.md
अ	अशेरा	asherim	hindi_irv_dict/asherim.md
अ	अश्कलोन	ashkelon	hindi_irv_dict/ashkelon.md
अ	अश्दोद	ashdod	hindi_irv_dict/ashdod.md
अ	अश्शूर	assyria	hindi_irv_dict/assyria.md
अ	अहंकारी	arrogant	hindi_irv_dict/arrogant.md
अ	अहज्याह	ahaziah	hindi_irv_dict/ahaziah.md
अ	अहाज	ahaz	hindi_irv_dict/ahaz.md
अ	अहिय्याह	ahijah	hindi_irv_dict/ahijah.md
अ	अख़मीरी रोटी	unleavenedbread	hindi_irv_dict/unleavenedbread.md
आ	आ पड़े	overtake	hindi_irv_dict/overtake.md
आ	आँगन	courtyard	hindi_irv_dict/courtyard.md
आ	आंशिक	partial	hindi_irv_dict/partial.md
आ	आई	ai	hindi_irv_dict/ai.md
आ	आखरी दिन	lastday	hindi_irv_dict/lastday.md
आ	आग	fire	hindi_irv_dict/fire.md
आ	आज्ञा मानना	obey	hindi_irv_dict/obey.md
